GO.ID,Term,Annotated,Significant,Expected,classic
GO:0010827,regulation of glucose transmembrane tran...,3,0,0.01,1.0000
GO:0010862,positive regulation of pathway-restricte...,2,0,0.01,1.0000
GO:0010863,positive regulation of phospholipase C a...,5,0,0.01,1.0000
GO:0010876,lipid localization,7,0,0.02,1.0000
GO:0010906,regulation of glucose metabolic process,14,0,0.04,1.0000
GO:0010907,positive regulation of glucose metabolic...,4,0,0.01,1.0000
GO:0010927,cellular component assembly involved in ...,2,0,0.01,1.0000
GO:0010948,negative regulation of cell cycle proces...,3,0,0.01,1.0000
GO:0010970,transport along microtubule,42,0,0.12,1.0000
GO:0010971,positive regulation of G2/M transition o...,8,0,0.02,1.0000
GO:0010972,negative regulation of G2/M transition o...,3,0,0.01,1.0000
GO:0010975,regulation of neuron projection developm...,3,0,0.01,1.0000
GO:0010977,negative regulation of neuron projection...,1,0,0,1.0000
GO:0014033,neural crest cell differentiation,2,0,0.01,1.0000
GO:0014065,phosphatidylinositol 3-kinase signaling,1,0,0,1.0000
GO:0014066,regulation of phosphatidylinositol 3-kin...,1,0,0,1.0000
GO:0014068,positive regulation of phosphatidylinosi...,1,0,0,1.0000
GO:0014074,response to purine-containing compound,34,0,0.09,1.0000
GO:0014706,striated muscle tissue development,5,0,0.01,1.0000
GO:0014741,negative regulation of muscle hypertroph...,5,0,0.01,1.0000
GO:0014743,regulation of muscle hypertrophy,5,0,0.01,1.0000
GO:0014745,negative regulation of muscle adaptation,3,0,0.01,1.0000
GO:0014887,cardiac muscle adaptation,3,0,0.01,1.0000
GO:0014888,striated muscle adaptation,3,0,0.01,1.0000
GO:0014896,muscle hypertrophy,5,0,0.01,1.0000
GO:0014897,striated muscle hypertrophy,5,0,0.01,1.0000
GO:0014898,cardiac muscle hypertrophy in response t...,3,0,0.01,1.0000
GO:0014916,regulation of lung blood pressure,3,0,0.01,1.0000
GO:0015031,protein transport,32,0,0.09,1.0000
GO:0015711,organic anion transport,3,0,0.01,1.0000
GO:0015748,organophosphate ester transport,5,0,0.01,1.0000
GO:0015749,monosaccharide transmembrane transport,3,0,0.01,1.0000
GO:0015833,peptide transport,39,0,0.11,1.0000
GO:0015893,drug transport,3,0,0.01,1.0000
GO:0015914,phospholipid transport,5,0,0.01,1.0000
GO:0015931,nucleobase-containing compound transport,3,0,0.01,1.0000
GO:0015980,energy derivation by oxidation of organi...,5,0,0.01,1.0000
GO:0016032,viral process,7,0,0.02,1.0000
GO:0016042,lipid catabolic process,9,0,0.03,1.0000
GO:0016049,cell growth,8,0,0.02,1.0000
GO:0016051,carbohydrate biosynthetic process,5,0,0.01,1.0000
GO:0016052,carbohydrate catabolic process,8,0,0.02,1.0000
GO:0016055,Wnt signaling pathway,4,0,0.01,1.0000
GO:0016064,immunoglobulin mediated immune response,5,0,0.01,1.0000
GO:0016071,mRNA metabolic process,22,0,0.06,1.0000
GO:0016072,rRNA metabolic process,1,0,0,1.0000
GO:0016192,vesicle-mediated transport,12,0,0.03,1.0000
GO:0016202,regulation of striated muscle tissue dev...,3,0,0.01,1.0000
GO:0016236,macroautophagy,6,0,0.02,1.0000
GO:0016246,RNA interference,1,0,0,1.0000
GO:0016310,phosphorylation,54,0,0.15,1.0000
GO:0016318,ommatidial rotation,1,0,0,1.0000
GO:0016335,morphogenesis of larval imaginal disc ep...,1,0,0,1.0000
GO:0016336,establishment or maintenance of polarity...,1,0,0,1.0000
GO:0016339,calcium-dependent cell-cell adhesion via...,1,0,0,1.0000
GO:0016358,dendrite development,10,0,0.03,1.0000
GO:0016441,posttranscriptional gene silencing,14,0,0.04,1.0000
GO:0016458,gene silencing,24,0,0.07,1.0000
GO:0016486,peptide hormone processing,4,0,0.01,1.0000
GO:0016567,protein ubiquitination,20,0,0.06,1.0000
GO:0016569,covalent chromatin modification,31,0,0.09,1.0000
GO:0016570,histone modification,29,0,0.08,1.0000
GO:0016571,histone methylation,3,0,0.01,1.0000
GO:0016572,histone phosphorylation,5,0,0.01,1.0000
GO:0016573,histone acetylation,21,0,0.06,1.0000
GO:0016574,histone ubiquitination,3,0,0.01,1.0000
GO:0016575,histone deacetylation,8,0,0.02,1.0000
GO:0016579,protein deubiquitination,4,0,0.01,1.0000
GO:0016925,protein sumoylation,3,0,0.01,1.0000
GO:0017015,regulation of transforming growth factor...,5,0,0.01,1.0000
GO:0017038,protein import,6,0,0.02,1.0000
GO:0018022,peptidyl-lysine methylation,3,0,0.01,1.0000
GO:0018026,peptidyl-lysine monomethylation,1,0,0,1.0000
GO:0018105,peptidyl-serine phosphorylation,47,0,0.13,1.0000
GO:0018107,peptidyl-threonine phosphorylation,5,0,0.01,1.0000
GO:0018108,peptidyl-tyrosine phosphorylation,5,0,0.01,1.0000
GO:0018149,peptide cross-linking,1,0,0,1.0000
GO:0018193,peptidyl-amino acid modification,71,0,0.2,1.0000
GO:0018205,peptidyl-lysine modification,24,0,0.07,1.0000
GO:0018209,peptidyl-serine modification,47,0,0.13,1.0000
GO:0018210,peptidyl-threonine modification,5,0,0.01,1.0000
GO:0018212,peptidyl-tyrosine modification,5,0,0.01,1.0000
GO:0018393,internal peptidyl-lysine acetylation,21,0,0.06,1.0000
GO:0018394,peptidyl-lysine acetylation,21,0,0.06,1.0000
GO:0019048,modulation by virus of host process,3,0,0.01,1.0000
GO:0019049,mitigation of host defenses by virus,3,0,0.01,1.0000
GO:0019058,viral life cycle,4,0,0.01,1.0000
GO:0019079,viral genome replication,1,0,0,1.0000
GO:0019080,viral gene expression,3,0,0.01,1.0000
GO:0019083,viral transcription,3,0,0.01,1.0000
GO:0019216,regulation of lipid metabolic process,7,0,0.02,1.0000
GO:0019221,cytokine-mediated signaling pathway,7,0,0.02,1.0000
GO:0019318,hexose metabolic process,16,0,0.04,1.0000
GO:0019319,hexose biosynthetic process,1,0,0,1.0000
GO:0019369,arachidonic acid metabolic process,2,0,0.01,1.0000
GO:0019377,glycolipid catabolic process,5,0,0.01,1.0000
GO:0019439,aromatic compound catabolic process,10,0,0.03,1.0000
GO:0019637,organophosphate metabolic process,10,0,0.03,1.0000
GO:0019693,ribose phosphate metabolic process,5,0,0.01,1.0000
GO:0019724,B cell mediated immunity,5,0,0.01,1.0000
GO:0019752,carboxylic acid metabolic process,7,0,0.02,1.0000
GO:0019827,stem cell population maintenance,12,0,0.03,1.0000
GO:0019915,lipid storage,2,0,0.01,1.0000
GO:0019941,modification-dependent protein catabolic...,3,0,0.01,1.0000
GO:0019953,sexual reproduction,31,0,0.09,1.0000
GO:0021675,nerve development,1,0,0,1.0000
GO:0022402,cell cycle process,53,0,0.15,1.0000
GO:0022404,molting cycle process,3,0,0.01,1.0000
GO:0022405,hair cycle process,3,0,0.01,1.0000
GO:0022406,membrane docking,34,0,0.09,1.0000
GO:0022408,negative regulation of cell-cell adhesio...,5,0,0.01,1.0000
GO:0022411,cellular component disassembly,5,0,0.01,1.0000
GO:0022412,cellular process involved in reproductio...,10,0,0.03,1.0000
GO:0022414,reproductive process,31,0,0.09,1.0000
GO:0022604,regulation of cell morphogenesis,1,0,0,1.0000
GO:0022613,ribonucleoprotein complex biogenesis,1,0,0,1.0000
GO:0022898,regulation of transmembrane transporter ...,40,0,0.11,1.0000
GO:0023019,signal transduction involved in regulati...,3,0,0.01,1.0000
GO:0023021,termination of signal transduction,5,0,0.01,1.0000
GO:0023057,negative regulation of signaling,15,0,0.04,1.0000
GO:0023061,signal release,2,0,0.01,1.0000
GO:0030010,establishment of cell polarity,2,0,0.01,1.0000
GO:0030031,cell projection assembly,39,0,0.11,1.0000
GO:0030038,contractile actin filament bundle assemb...,3,0,0.01,1.0000
GO:0030041,actin filament polymerization,5,0,0.01,1.0000
GO:0030048,actin filament-based movement,34,0,0.09,1.0000
GO:0030097,hemopoiesis,20,0,0.06,1.0000
GO:0030100,regulation of endocytosis,3,0,0.01,1.0000
GO:0030111,regulation of Wnt signaling pathway,1,0,0,1.0000
GO:0030148,sphingolipid biosynthetic process,5,0,0.01,1.0000
GO:0030149,sphingolipid catabolic process,5,0,0.01,1.0000
GO:0030163,protein catabolic process,8,0,0.02,1.0000
GO:0030167,proteoglycan catabolic process,1,0,0,1.0000
GO:0030168,platelet activation,5,0,0.01,1.0000
GO:0030178,negative regulation of Wnt signaling pat...,1,0,0,1.0000
GO:0030193,regulation of blood coagulation,6,0,0.02,1.0000
GO:0030194,positive regulation of blood coagulation,1,0,0,1.0000
GO:0030195,negative regulation of blood coagulation,5,0,0.01,1.0000
GO:0030198,extracellular matrix organization,3,0,0.01,1.0000
GO:0030200,heparan sulfate proteoglycan catabolic p...,1,0,0,1.0000
GO:0030201,heparan sulfate proteoglycan metabolic p...,1,0,0,1.0000
GO:0030203,glycosaminoglycan metabolic process,1,0,0,1.0000
GO:0030239,myofibril assembly,2,0,0.01,1.0000
GO:0030261,chromosome condensation,1,0,0,1.0000
GO:0030278,regulation of ossification,3,0,0.01,1.0000
GO:0030282,bone mineralization,3,0,0.01,1.0000
GO:0030307,positive regulation of cell growth,3,0,0.01,1.0000
GO:0030308,negative regulation of cell growth,5,0,0.01,1.0000
GO:0030326,embryonic limb morphogenesis,4,0,0.01,1.0000
GO:0030397,membrane disassembly,3,0,0.01,1.0000
GO:0030490,maturation of SSU-rRNA,1,0,0,1.0000
GO:0030500,regulation of bone mineralization,3,0,0.01,1.0000
GO:0030501,positive regulation of bone mineralizati...,3,0,0.01,1.0000
GO:0030509,BMP signaling pathway,4,0,0.01,1.0000
GO:0030510,regulation of BMP signaling pathway,2,0,0.01,1.0000
GO:0030511,positive regulation of transforming grow...,2,0,0.01,1.0000
GO:0030513,positive regulation of BMP signaling pat...,2,0,0.01,1.0000
GO:0030516,regulation of axon extension,2,0,0.01,1.0000
GO:0030682,mitigation of host defenses by symbiont,3,0,0.01,1.0000
GO:0030705,cytoskeleton-dependent intracellular tra...,42,0,0.12,1.0000
GO:0030718,germ-line stem cell population maintenan...,10,0,0.03,1.0000
GO:0030832,regulation of actin filament length,5,0,0.01,1.0000
GO:0030833,regulation of actin filament polymerizat...,5,0,0.01,1.0000
GO:0030837,negative regulation of actin filament po...,5,0,0.01,1.0000
GO:0030855,epithelial cell differentiation,6,0,0.02,1.0000
GO:0030859,polarized epithelial cell differentiatio...,1,0,0,1.0000
GO:0030878,thyroid gland development,3,0,0.01,1.0000
GO:0031032,actomyosin structure organization,9,0,0.03,1.0000
GO:0031047,gene silencing by RNA,14,0,0.04,1.0000
GO:0031048,heterochromatin assembly by small RNA,1,0,0,1.0000
GO:0031056,regulation of histone modification,11,0,0.03,1.0000
GO:0031057,negative regulation of histone modificat...,9,0,0.03,1.0000
GO:0031058,positive regulation of histone modificat...,2,0,0.01,1.0000
GO:0031060,regulation of histone methylation,2,0,0.01,1.0000
GO:0031062,positive regulation of histone methylati...,2,0,0.01,1.0000
GO:0031099,regeneration,1,0,0,1.0000
GO:0031102,neuron projection regeneration,1,0,0,1.0000
GO:0031103,axon regeneration,1,0,0,1.0000
GO:0031109,microtubule polymerization or depolymeri...,34,0,0.09,1.0000
GO:0031145,anaphase-promoting complex-dependent cat...,2,0,0.01,1.0000
GO:0031214,biomineral tissue development,3,0,0.01,1.0000
GO:0031279,regulation of cyclase activity,34,0,0.09,1.0000
GO:0031280,negative regulation of cyclase activity,34,0,0.09,1.0000
GO:0031324,negative regulation of cellular metaboli...,29,0,0.08,1.0000
GO:0031327,negative regulation of cellular biosynth...,16,0,0.04,1.0000
GO:0031328,positive regulation of cellular biosynth...,22,0,0.06,1.0000
GO:0031329,regulation of cellular catabolic process,11,0,0.03,1.0000
GO:0031330,negative regulation of cellular cataboli...,1,0,0,1.0000
GO:0031331,positive regulation of cellular cataboli...,10,0,0.03,1.0000
GO:0031333,negative regulation of protein-containin...,5,0,0.01,1.0000
GO:0031344,regulation of cell projection organizati...,8,0,0.02,1.0000
GO:0031345,negative regulation of cell projection o...,6,0,0.02,1.0000
GO:0031346,positive regulation of cell projection o...,2,0,0.01,1.0000
GO:0031347,regulation of defense response,16,0,0.04,1.0000
GO:0031348,negative regulation of defense response,8,0,0.02,1.0000
GO:0031349,positive regulation of defense response,13,0,0.04,1.0000
GO:0031400,negative regulation of protein modificat...,20,0,0.06,1.0000
GO:0031497,chromatin assembly,11,0,0.03,1.0000
GO:0031503,protein-containing complex localization,3,0,0.01,1.0000
GO:0031507,heterochromatin assembly,11,0,0.03,1.0000
GO:0031570,DNA integrity checkpoint,3,0,0.01,1.0000
GO:0031572,G2 DNA damage checkpoint,2,0,0.01,1.0000
GO:0031589,cell-substrate adhesion,4,0,0.01,1.0000
GO:0031647,regulation of protein stability,8,0,0.02,1.0000
GO:0031935,regulation of chromatin silencing,8,0,0.02,1.0000
GO:0031937,positive regulation of chromatin silenci...,8,0,0.02,1.0000
GO:0032069,regulation of nuclease activity,5,0,0.01,1.0000
GO:0032070,regulation of deoxyribonuclease activity,5,0,0.01,1.0000
GO:0032071,regulation of endodeoxyribonuclease acti...,5,0,0.01,1.0000
GO:0032075,positive regulation of nuclease activity,5,0,0.01,1.0000
GO:0032077,positive regulation of deoxyribonuclease...,5,0,0.01,1.0000
GO:0032079,positive regulation of endodeoxyribonucl...,5,0,0.01,1.0000
GO:0032091,negative regulation of protein binding,5,0,0.01,1.0000
GO:0032098,regulation of appetite,3,0,0.01,1.0000
GO:0032101,regulation of response to external stimu...,20,0,0.06,1.0000
GO:0032102,negative regulation of response to exter...,9,0,0.03,1.0000
GO:0032103,positive regulation of response to exter...,18,0,0.05,1.0000
GO:0032147,activation of protein kinase activity,7,0,0.02,1.0000
GO:0032187,actomyosin contractile ring localization,1,0,0,1.0000
GO:0032188,establishment of actomyosin contractile ...,1,0,0,1.0000
GO:0032231,regulation of actin filament bundle asse...,3,0,0.01,1.0000
GO:0032233,positive regulation of actin filament bu...,3,0,0.01,1.0000
GO:0032259,methylation,3,0,0.01,1.0000
GO:0032269,negative regulation of cellular protein ...,21,0,0.06,1.0000
GO:0032271,regulation of protein polymerization,5,0,0.01,1.0000
GO:0032272,negative regulation of protein polymeriz...,5,0,0.01,1.0000
GO:0032274,gonadotropin secretion,2,0,0.01,1.0000
GO:0032275,luteinizing hormone secretion,2,0,0.01,1.0000
GO:0032276,regulation of gonadotropin secretion,2,0,0.01,1.0000
GO:0032278,positive regulation of gonadotropin secr...,2,0,0.01,1.0000
GO:0032330,regulation of chondrocyte differentiatio...,3,0,0.01,1.0000
GO:0032332,positive regulation of chondrocyte diffe...,3,0,0.01,1.0000
GO:0032368,regulation of lipid transport,5,0,0.01,1.0000
GO:0032370,positive regulation of lipid transport,5,0,0.01,1.0000
GO:0032386,regulation of intracellular transport,8,0,0.02,1.0000
GO:0032388,positive regulation of intracellular tra...,5,0,0.01,1.0000
GO:0032409,regulation of transporter activity,45,0,0.13,1.0000
GO:0032411,positive regulation of transporter activ...,45,0,0.13,1.0000
GO:0032412,regulation of ion transmembrane transpor...,40,0,0.11,1.0000
GO:0032414,positive regulation of ion transmembrane...,40,0,0.11,1.0000
GO:0032434,regulation of proteasomal ubiquitin-depe...,1,0,0,1.0000
GO:0032436,positive regulation of proteasomal ubiqu...,1,0,0,1.0000
GO:0032446,protein modification by small protein co...,23,0,0.06,1.0000
GO:0032504,multicellular organism reproduction,25,0,0.07,1.0000
GO:0032506,cytokinetic process,1,0,0,1.0000
GO:0032507,maintenance of protein location in cell,12,0,0.03,1.0000
GO:0032525,somite rostral/caudal axis specification,2,0,0.01,1.0000
GO:0032535,regulation of cellular component size,8,0,0.02,1.0000
GO:0032611,interleukin-1 beta production,3,0,0.01,1.0000
GO:0032612,interleukin-1 production,3,0,0.01,1.0000
GO:0032613,interleukin-10 production,5,0,0.01,1.0000
GO:0032615,interleukin-12 production,5,0,0.01,1.0000
GO:0032651,regulation of interleukin-1 beta product...,3,0,0.01,1.0000
GO:0032652,regulation of interleukin-1 production,3,0,0.01,1.0000
GO:0032731,positive regulation of interleukin-1 bet...,3,0,0.01,1.0000
GO:0032732,positive regulation of interleukin-1 pro...,3,0,0.01,1.0000
GO:0032787,monocarboxylic acid metabolic process,7,0,0.02,1.0000
GO:0032868,response to insulin,6,0,0.02,1.0000
GO:0032869,cellular response to insulin stimulus,6,0,0.02,1.0000
GO:0032878,regulation of establishment or maintenan...,1,0,0,1.0000
GO:0032880,regulation of protein localization,16,0,0.04,1.0000
GO:0032881,regulation of polysaccharide metabolic p...,4,0,0.01,1.0000
GO:0032906,transforming growth factor beta2 product...,5,0,0.01,1.0000
GO:0032907,transforming growth factor beta3 product...,3,0,0.01,1.0000
GO:0032909,regulation of transforming growth factor...,5,0,0.01,1.0000
GO:0032910,regulation of transforming growth factor...,3,0,0.01,1.0000
GO:0032916,positive regulation of transforming grow...,3,0,0.01,1.0000
GO:0032924,activin receptor signaling pathway,3,0,0.01,1.0000
GO:0032928,regulation of superoxide anion generatio...,5,0,0.01,1.0000
GO:0032930,positive regulation of superoxide anion ...,5,0,0.01,1.0000
GO:0032940,secretion by cell,8,0,0.02,1.0000
GO:0032943,mononuclear cell proliferation,5,0,0.01,1.0000
GO:0032956,regulation of actin cytoskeleton organiz...,10,0,0.03,1.0000
GO:0032970,regulation of actin filament-based proce...,44,0,0.12,1.0000
GO:0033036,macromolecule localization,57,0,0.16,1.0000
GO:0033043,regulation of organelle organization,18,0,0.05,1.0000
GO:0033044,regulation of chromosome organization,10,0,0.03,1.0000
GO:0033135,regulation of peptidyl-serine phosphoryl...,40,0,0.11,1.0000
GO:0033137,negative regulation of peptidyl-serine p...,6,0,0.02,1.0000
GO:0033138,positive regulation of peptidyl-serine p...,34,0,0.09,1.0000
GO:0033157,regulation of intracellular protein tran...,5,0,0.01,1.0000
GO:0033194,response to hydroperoxide,5,0,0.01,1.0000
GO:0033314,mitotic DNA replication checkpoint,2,0,0.01,1.0000
GO:0033365,protein localization to organelle,26,0,0.07,1.0000
GO:0033500,carbohydrate homeostasis,8,0,0.02,1.0000
GO:0033554,cellular response to stress,34,0,0.09,1.0000
GO:0033559,unsaturated fatty acid metabolic process,2,0,0.01,1.0000
GO:0033564,anterior/posterior axon guidance,1,0,0,1.0000
GO:0033619,membrane protein proteolysis,1,0,0,1.0000
GO:0033673,negative regulation of kinase activity,5,0,0.01,1.0000
GO:0033674,positive regulation of kinase activity,7,0,0.02,1.0000
GO:0033684,regulation of luteinizing hormone secret...,2,0,0.01,1.0000
GO:0033686,positive regulation of luteinizing hormo...,2,0,0.01,1.0000
GO:0033687,osteoblast proliferation,4,0,0.01,1.0000
GO:0033688,regulation of osteoblast proliferation,4,0,0.01,1.0000
GO:0033689,negative regulation of osteoblast prolif...,3,0,0.01,1.0000
GO:0033690,positive regulation of osteoblast prolif...,1,0,0,1.0000
GO:0033692,cellular polysaccharide biosynthetic pro...,4,0,0.01,1.0000
GO:0033865,nucleoside bisphosphate metabolic proces...,4,0,0.01,1.0000
GO:0033866,nucleoside bisphosphate biosynthetic pro...,4,0,0.01,1.0000
GO:0033875,ribonucleoside bisphosphate metabolic pr...,4,0,0.01,1.0000
GO:0034030,ribonucleoside bisphosphate biosynthetic...,4,0,0.01,1.0000
GO:0034032,purine nucleoside bisphosphate metabolic...,4,0,0.01,1.0000
GO:0034033,purine nucleoside bisphosphate biosynthe...,4,0,0.01,1.0000
GO:0034109,homotypic cell-cell adhesion,5,0,0.01,1.0000
GO:0034110,regulation of homotypic cell-cell adhesi...,5,0,0.01,1.0000
GO:0034111,negative regulation of homotypic cell-ce...,5,0,0.01,1.0000
GO:0034204,lipid translocation,5,0,0.01,1.0000
GO:0034219,carbohydrate transmembrane transport,3,0,0.01,1.0000
GO:0034248,regulation of cellular amide metabolic p...,6,0,0.02,1.0000
GO:0034250,positive regulation of cellular amide me...,6,0,0.02,1.0000
GO:0034284,response to monosaccharide,9,0,0.03,1.0000
GO:0034285,response to disaccharide,4,0,0.01,1.0000
GO:0034329,cell junction assembly,3,0,0.01,1.0000
GO:0034330,cell junction organization,3,0,0.01,1.0000
GO:0034341,response to interferon-gamma,8,0,0.02,1.0000
GO:0034349,glial cell apoptotic process,5,0,0.01,1.0000
GO:0034350,regulation of glial cell apoptotic proce...,5,0,0.01,1.0000
GO:0034351,negative regulation of glial cell apopto...,5,0,0.01,1.0000
GO:0034389,lipid droplet organization,2,0,0.01,1.0000
GO:0034394,protein localization to cell surface,1,0,0,1.0000
GO:0034401,chromatin organization involved in regul...,11,0,0.03,1.0000
GO:0034470,ncRNA processing,2,0,0.01,1.0000
GO:0034471,ncRNA 5'-end processing,1,0,0,1.0000
GO:0034504,protein localization to nucleus,26,0,0.07,1.0000
GO:0034599,cellular response to oxidative stress,13,0,0.04,1.0000
GO:0034605,cellular response to heat,3,0,0.01,1.0000
GO:0034613,cellular protein localization,31,0,0.09,1.0000
GO:0034614,cellular response to reactive oxygen spe...,5,0,0.01,1.0000
GO:0034622,cellular protein-containing complex asse...,44,0,0.12,1.0000
GO:0034635,glutathione transport,3,0,0.01,1.0000
GO:0034637,cellular carbohydrate biosynthetic proce...,4,0,0.01,1.0000
GO:0034643,establishment of mitochondrion localizat...,4,0,0.01,1.0000
GO:0034655,nucleobase-containing compound catabolic...,10,0,0.03,1.0000
GO:0034660,ncRNA metabolic process,2,0,0.01,1.0000
GO:0034728,nucleosome organization,10,0,0.03,1.0000
GO:0034762,regulation of transmembrane transport,43,0,0.12,1.0000
GO:0034764,positive regulation of transmembrane tra...,40,0,0.11,1.0000
GO:0034765,regulation of ion transmembrane transpor...,43,0,0.12,1.0000
GO:0034767,positive regulation of ion transmembrane...,40,0,0.11,1.0000
GO:0034770,histone H4-K20 methylation,1,0,0,1.0000
GO:0034771,histone H4-K20 monomethylation,1,0,0,1.0000
GO:0034775,glutathione transmembrane transport,3,0,0.01,1.0000
GO:0034968,histone lysine methylation,3,0,0.01,1.0000
GO:0035019,somatic stem cell population maintenance,12,0,0.03,1.0000
GO:0035050,embryonic heart tube development,5,0,0.01,1.0000
GO:0035051,cardiocyte differentiation,2,0,0.01,1.0000
GO:0035065,regulation of histone acetylation,11,0,0.03,1.0000
GO:0035066,positive regulation of histone acetylati...,2,0,0.01,1.0000
GO:0035067,negative regulation of histone acetylati...,9,0,0.03,1.0000
GO:0035088,establishment or maintenance of apical/b...,1,0,0,1.0000
GO:0035089,establishment of apical/basal cell polar...,1,0,0,1.0000
GO:0035107,appendage morphogenesis,5,0,0.01,1.0000
GO:0035108,limb morphogenesis,4,0,0.01,1.0000
GO:0035113,embryonic appendage morphogenesis,4,0,0.01,1.0000
GO:0035114,imaginal disc-derived appendage morphoge...,1,0,0,1.0000
GO:0035120,post-embryonic appendage morphogenesis,1,0,0,1.0000
GO:0035150,regulation of tube size,1,0,0,1.0000
GO:0035151,regulation of tube size, open tracheal s...,1,0,0,1.0000
GO:0035152,regulation of tube architecture, open tr...,1,0,0,1.0000
GO:0035159,regulation of tube length, open tracheal...,1,0,0,1.0000
GO:0035172,hemocyte proliferation,10,0,0.03,1.0000
GO:0035194,post-transcriptional gene silencing by R...,14,0,0.04,1.0000
GO:0035195,gene silencing by miRNA,13,0,0.04,1.0000
GO:0035206,regulation of hemocyte proliferation,10,0,0.03,1.0000
GO:0035207,negative regulation of hemocyte prolifer...,10,0,0.03,1.0000
GO:0035209,pupal development,1,0,0,1.0000
GO:0035220,wing disc development,11,0,0.03,1.0000
GO:0035222,wing disc pattern formation,10,0,0.03,1.0000
GO:0035234,ectopic germ cell programmed cell death,1,0,0,1.0000
GO:0035262,gonad morphogenesis,2,0,0.01,1.0000
GO:0035265,organ growth,1,0,0,1.0000
GO:0035270,endocrine system development,3,0,0.01,1.0000
GO:0035282,segmentation,5,0,0.01,1.0000
GO:0035315,hair cell differentiation,1,0,0,1.0000
GO:0035316,non-sensory hair organization,1,0,0,1.0000
GO:0035317,imaginal disc-derived wing hair organiza...,1,0,0,1.0000
GO:0035329,hippo signaling,1,0,0,1.0000
GO:0035383,thioester metabolic process,4,0,0.01,1.0000
GO:0035384,thioester biosynthetic process,4,0,0.01,1.0000
GO:0035443,tripeptide transmembrane transport,3,0,0.01,1.0000
GO:0035556,intracellular signal transduction,65,0,0.18,1.0000
GO:0035601,protein deacylation,8,0,0.02,1.0000
GO:0035672,oligopeptide transmembrane transport,3,0,0.01,1.0000
GO:0035725,sodium ion transmembrane transport,6,0,0.02,1.0000
GO:0035794,positive regulation of mitochondrial mem...,4,0,0.01,1.0000
GO:0035821,modulation of process of other organism,3,0,0.01,1.0000
GO:0036098,male germ-line stem cell population main...,10,0,0.03,1.0000
GO:0036214,contractile ring localization,1,0,0,1.0000
GO:0036230,granulocyte activation,6,0,0.02,1.0000
GO:0036290,protein trans-autophosphorylation,1,0,0,1.0000
GO:0036293,response to decreased oxygen levels,5,0,0.01,1.0000
GO:0036302,atrioventricular canal development,2,0,0.01,1.0000
GO:0036473,cell death in response to oxidative stre...,5,0,0.01,1.0000
GO:0038034,signal transduction in absence of ligand,1,0,0,1.0000
GO:0038092,nodal signaling pathway,3,0,0.01,1.0000
GO:0038093,Fc receptor signaling pathway,5,0,0.01,1.0000
GO:0038094,Fc-gamma receptor signaling pathway,5,0,0.01,1.0000
GO:0038096,Fc-gamma receptor signaling pathway invo...,5,0,0.01,1.0000
GO:0040007,growth,9,0,0.03,1.0000
GO:0040008,regulation of growth,9,0,0.03,1.0000
GO:0040029,regulation of gene expression, epigeneti...,10,0,0.03,1.0000
GO:0042060,wound healing,10,0,0.03,1.0000
GO:0042067,establishment of ommatidial planar polar...,1,0,0,1.0000
GO:0042100,B cell proliferation,5,0,0.01,1.0000
GO:0042110,T cell activation,3,0,0.01,1.0000
GO:0042113,B cell activation,5,0,0.01,1.0000
GO:0042118,endothelial cell activation,2,0,0.01,1.0000
GO:0042119,neutrophil activation,6,0,0.02,1.0000
GO:0042133,neurotransmitter metabolic process,2,0,0.01,1.0000
GO:0042136,neurotransmitter biosynthetic process,2,0,0.01,1.0000
GO:0042176,regulation of protein catabolic process,5,0,0.01,1.0000
GO:0042177,negative regulation of protein catabolic...,4,0,0.01,1.0000
GO:0042180,cellular ketone metabolic process,1,0,0,1.0000
GO:0042181,ketone biosynthetic process,1,0,0,1.0000
GO:0042254,ribosome biogenesis,1,0,0,1.0000
GO:0042274,ribosomal small subunit biogenesis,1,0,0,1.0000
GO:0042303,molting cycle,3,0,0.01,1.0000
GO:0042306,regulation of protein import into nucleu...,5,0,0.01,1.0000
GO:0042307,positive regulation of protein import in...,5,0,0.01,1.0000
GO:0042325,regulation of phosphorylation,49,0,0.14,1.0000
GO:0042326,negative regulation of phosphorylation,11,0,0.03,1.0000
GO:0042327,positive regulation of phosphorylation,43,0,0.12,1.0000
GO:0042445,hormone metabolic process,4,0,0.01,1.0000
GO:0042542,response to hydrogen peroxide,5,0,0.01,1.0000
GO:0042554,superoxide anion generation,5,0,0.01,1.0000
GO:0042593,glucose homeostasis,8,0,0.02,1.0000
GO:0042594,response to starvation,4,0,0.01,1.0000
GO:0042633,hair cycle,3,0,0.01,1.0000
GO:0042634,regulation of hair cycle,3,0,0.01,1.0000
GO:0042692,muscle cell differentiation,14,0,0.04,1.0000
GO:0042733,embryonic digit morphogenesis,2,0,0.01,1.0000
GO:0042742,defense response to bacterium,5,0,0.01,1.0000
GO:0042752,regulation of circadian rhythm,8,0,0.02,1.0000
GO:0042754,negative regulation of circadian rhythm,8,0,0.02,1.0000
GO:0042815,bipolar cell growth,1,0,0,1.0000
GO:0042886,amide transport,39,0,0.11,1.0000
GO:0042908,xenobiotic transport,3,0,0.01,1.0000
GO:0042939,tripeptide transport,3,0,0.01,1.0000
GO:0043009,chordate embryonic development,15,0,0.04,1.0000
GO:0043043,peptide biosynthetic process,1,0,0,1.0000
GO:0043044,ATP-dependent chromatin remodeling,10,0,0.03,1.0000
