Category	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR	Term	
GOTERM_BP_DIRECT	39	1.091519731	0.023785071	"P36876, Q15262, Q8CF89, Q6NVU2, B2RU80, P23469, F1LNI5, P35992, P23880, Q55E58, P62138, P63329, P63100, A2A8L5, Q99M80, Q14738, P28827, P62716, P36993, P23471, Q9Y6J8, P08575, Q05909, Q64620, Q05209, Q60676, P82890, O14974, B9EKR1, P0C5E4, Q6PB44, O14522, Q62656, P49596, P60484, Q9P2J9, B0V2N1, Q9BMN8, Q12959"	3115	95	10371	1.366795641	1	0.761690775	36.96528224	GO:0006470	protein dephosphorylation
GOTERM_BP_DIRECT	7	0.195913798	0.025351602	"P13086, P21912, P42232, P51650, P52632, Q801S2, Q9Z2I9"	3115	9	10371	2.589513109	1	0.77976402	38.87641027	GO:0006105	succinate metabolic process
GOTERM_BP_DIRECT	7	0.195913798	0.025351602	"P30876, O01814, P14866, O43390, Q14103, Q00839, P24928"	3115	9	10371	2.589513109	1	0.77976402	38.87641027	GO:0010467	gene expression
GOTERM_BP_DIRECT	7	0.195913798	0.025351602	"A2VDC2, P45954, A5A6H9, Q9JLZ3, O14874, Q96RQ3, Q99L13"	3115	9	10371	2.589513109	1	0.77976402	38.87641027	GO:0009083	branched-chain amino acid catabolic process
GOTERM_BP_DIRECT	7	0.195913798	0.025351602	"Q9BY77, Q8HXM1, Q08170, Q16629, O00148, Q12996, Q96J01"	3115	9	10371	2.589513109	1	0.77976402	38.87641027	GO:0031124	mRNA 3'-end processing
GOTERM_BP_DIRECT	14	0.391827596	0.02553291	"O43396, P08011, P00432, P78417, Q3ZBK2, Q2KJG4, P04040, Q9Y2Q3, P30710, Q9N2J2, P30044, O77834, Q3T100, Q8HZK2"	3115	26	10371	1.792739844	1	0.778526509	39.09402065	GO:0098869	cellular oxidant detoxification
GOTERM_BP_DIRECT	10	0.279876854	0.025724518	"Q9UDR5, O61199, P41236, Q60HE2, Q5R7H0, P07872, Q04446, A8E657, Q99798, P12074"	3115	16	10371	2.080858748	1	0.77744503	39.3231959	GO:0006091	generation of precursor metabolites and energy
GOTERM_BP_DIRECT	6	0.167926113	0.028859853	"Q95YJ5, P56597, Q6PEI7, Q8TFN0, Q01768, Q9Y5B8"	3115	7	10371	2.85374914	1	0.811839884	42.95909203	GO:0006241	CTP biosynthetic process
GOTERM_BP_DIRECT	6	0.167926113	0.028859853	"Q13200, P25789, P25786, P25787, Q15008, Q99460"	3115	7	10371	2.85374914	1	0.811839884	42.95909203	GO:0006521	regulation of cellular amino acid metabolic process
GOTERM_BP_DIRECT	6	0.167926113	0.028859853	"Q95YJ5, P56597, Q8TFN0, Q01768, Q9Y5B8, B0UXP9"	3115	7	10371	2.85374914	1	0.811839884	42.95909203	GO:0006183	GTP biosynthetic process
GOTERM_BP_DIRECT	6	0.167926113	0.028859853	"P70549, A4IG32, S4R2P9, Q08BI9, Q9UJZ1, P57103"	3115	7	10371	2.85374914	1	0.811839884	42.95909203	GO:0006851	mitochondrial calcium ion transport
GOTERM_BP_DIRECT	6	0.167926113	0.028859853	"Q9ESX5, Q2T9X2, Q5ZJK8, O77622, Q6EE31, Q3ZBH0"	3115	7	10371	2.85374914	1	0.811839884	42.95909203	GO:1904851	positive regulation of establishment of protein localization to telomere
GOTERM_BP_DIRECT	6	0.167926113	0.028859853	"P62489, Q64350, Q9BYJ9, P67999, Q8N9W6, Q9W445"	3115	7	10371	2.85374914	1	0.811839884	42.95909203	GO:0045948	positive regulation of translational initiation
GOTERM_BP_DIRECT	5	0.139938427	0.030845661	"Q94887, P20241, Q24372, Q9V8R9, Q9VN14"	3115	5	10371	3.329373997	1	0.829396027	45.15406379	GO:0061343	cell adhesion involved in heart morphogenesis
GOTERM_BP_DIRECT	5	0.139938427	0.030845661	"P55196, Q62656, Q9QZQ1, B9EKR1, P23471"	3115	5	10371	3.329373997	1	0.829396027	45.15406379	GO:0070445	regulation of oligodendrocyte progenitor proliferation
GOTERM_BP_DIRECT	5	0.139938427	0.030845661	"Q29RI9, Q5R5H1, Q91X83, Q2KJC6, Q3THS6"	3115	5	10371	3.329373997	1	0.829396027	45.15406379	GO:0006556	S-adenosylmethionine biosynthetic process
GOTERM_BP_DIRECT	5	0.139938427	0.030845661	"Q9P2T1, P00491, Q01433, Q7ZV22, P55859"	3115	5	10371	3.329373997	1	0.829396027	45.15406379	GO:0043101	purine-containing compound salvage
GOTERM_BP_DIRECT	5	0.139938427	0.030845661	"P00504, P42232, Q5ZME2, Q91V92, P52632"	3115	5	10371	3.329373997	1	0.829396027	45.15406379	GO:0006107	oxaloacetate metabolic process
GOTERM_BP_DIRECT	5	0.139938427	0.030845661	"P54646, P23786, P50416, O43741, Q9UGJ0"	3115	5	10371	3.329373997	1	0.829396027	45.15406379	GO:0006853	carnitine shuttle
GOTERM_BP_DIRECT	5	0.139938427	0.030845661	"Q9QXD6, Q9NFT7, P07953, Q5R9C1, P0DMQ6"	3115	5	10371	3.329373997	1	0.829396027	45.15406379	GO:0006000	fructose metabolic process
GOTERM_BP_DIRECT	5	0.139938427	0.030845661	"A2ASS6, Q11176, P19351, Q90474, Q8WZ42"	3115	5	10371	3.329373997	1	0.829396027	45.15406379	GO:0030240	skeletal muscle thin filament assembly
GOTERM_BP_DIRECT	9	0.251889169	0.031537133	"P05153, P48508, P07314, P00504, P19468, P51650, P54886, Q28F67, Q8N5Z0"	3115	14	10371	2.140311855	1	0.833015524	45.89939439	GO:0006536	glutamate metabolic process
GOTERM_BP_DIRECT	9	0.251889169	0.031537133	"Q8TCJ2, O60762, Q5R501, P23787, Q91YQ5, Q2KJI2, Q9H0U3, Q659X0, Q9JLA3"	3115	14	10371	2.140311855	1	0.833015524	45.89939439	GO:0018279	protein N-linked glycosylation via asparagine
GOTERM_BP_DIRECT	11	0.30786454	0.03261706	"Q9BY77, Q9UBU9, P49793, F1MA98, Q08170, A5GFN6, Q16629, O00148, P43487, P17955, Q96J01"	3115	19	10371	1.927532314	1	0.84007931	47.04426261	GO:0006405	RNA export from nucleus
GOTERM_BP_DIRECT	11	0.30786454	0.03261706	"B1A8Z2, Q3MHR7, Q3T0B6, Q6EDY6, Q5VZK9, Q14185, Q6RUV5, P21333, Q8BTM8, O35796, O54890"	3115	19	10371	1.927532314	1	0.84007931	47.04426261	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading
GOTERM_BP_DIRECT	17	0.475790652	0.035912768	"P21775, B2GV06, O89000, P67999, P19468, P41233, P50429, P33121, P08503, P16435, P29147, P48508, P61805, Q9QUJ7, P50430, P14618, P60484"	3115	35	10371	1.617124513	1	0.864812542	50.3978629	GO:0007584	response to nutrient
GOTERM_BP_DIRECT	14	0.391827596	0.036000026	"P31689, Q05909, Q9Z1G4, P35606, Q6EE31, P35604, Q3ZBH0, Q2T9X2, Q3T0K2, Q5ZJK8, Q9H270, Q8WVM8, P21575, Q86YS6"	3115	27	10371	1.726342072	1	0.862726791	50.48385657	GO:1901998	toxin transport
GOTERM_BP_DIRECT	14	0.391827596	0.036000026	"Q9TRY0, Q9D0W5, Q2KJ44, Q8IXY8, P80311, Q32PA9, O94273, Q9CR16, Q9CXG3, P24367, P25007, P23284, O42123, O43447"	3115	27	10371	1.726342072	1	0.862726791	50.48385657	GO:0000413	protein peptidyl-prolyl isomerization
GOTERM_BP_DIRECT	26	0.727679821	0.03617644	"Q7KNF2, O54941, Q9VW26, P17133, P54359, C3XVT5, Q09139, O18373, Q56A18, Q99PW8, Q24562, Q9VXK6, Q6V0I7, P28840, Q28F07, Q9VRV7, P26270, Q99323, Q9VF08, P48159, P45962, P40423, Q90ZE4, Q2PZL6, O97125, Q8IRG6"	3115	60	10371	1.442728732	1	0.861341026	50.65728407	GO:0022008	neurogenesis
GOTERM_BP_DIRECT	51	1.427371956	0.036188082	"Q98SP7, Q96RY7, Q9H0I3, O15078, Q9BXF9, O35594, P10155, O88278, P21333, Q68CZ1, Q15154, Q5EA95, P21783, Q6PB44, A6H782, Q3UGF1, A2RUV0, Q8BTU1, Q8AV28, Q8C4B4, Q9Y547, Q5R8R1, Q5RHH4, Q9BPU9, Q4G0U5, Q6PGZ3, O43822, Q7ZVK3, E7F568, A7MBP4, Q96N23, P46531, Q8C6S9, Q8BKE9, Q8BS45, Q5R481, Q7Z4L5, Q568D2, Q5ZMH1, Q8N0X2, A6N6J5, Q1L8J7, Q9UPM9, Q8VHE6, Q9R0M0, Q61371, Q8BTM8, Q9P2H3, Q7ZU45, Q8TE73, Q641Z6"	3115	133	10371	1.276677247	1	0.858692552	50.66870849	GO:0060271	cilium morphogenesis
GOTERM_BP_DIRECT	22	0.615729079	0.038226388	"Q8TCJ2, Q95M18, O42646, Q9BUN8, Q5R5L3, Q8IWF2, P60670, P56695, B2GUY0, Q6PDI5, Q63569, Q6DKC0, Q5R4I3, A5PKG6, Q6PBN5, P62334, Q9D024, P23787, Q9UBV2, Q66HD0, P48601, Q8R317"	3115	49	10371	1.494820978	1	0.871126583	52.6307661	GO:0030433	ER-associated ubiquitin-dependent protein catabolic process
GOTERM_BP_DIRECT	8	0.223901483	0.03868935	"O08618, P56597, P00491, O95045, Q6NYU7, P12426, Q7ZV22, P55859"	3115	12	10371	2.219582665	1	0.871791456	53.06598401	GO:0009116	nucleoside metabolic process
GOTERM_BP_DIRECT	12	0.335852225	0.038819068	"P46531, P70549, Q62656, S4R2P9, Q62824, P57103, P41241, Q03348, B9EKR1, P32577, P23471, Q63604"	3115	22	10371	1.81602218	1	0.870140702	53.18724652	GO:0048709	oligodendrocyte differentiation
GOTERM_BP_DIRECT	12	0.335852225	0.038819068	"Q14746, Q9Z160, Q27954, Q13948, P35606, P61294, P35604, O35963, P46461, P23514, O18334, Q5ZIK9"	3115	22	10371	1.81602218	1	0.870140702	53.18724652	GO:0006891	intra-Golgi vesicle-mediated transport
GOTERM_BP_DIRECT	15	0.419815281	0.040109671	"P51174, P48818, Q8K370, P08503, Q9JHI5, Q9H845, P45954, P52792, Q62685, P21440, P15651, P07872, P34275, P13804, Q92947"	3115	30	10371	1.664686998	1	0.876371898	54.3776607	GO:0055088	lipid homeostasis
GOTERM_BP_DIRECT	19	0.531766023	0.041384239	"O75175, Q5RJ80, Q14444, Q9NZN8, Q8CGC7, D3ZVM4, Q6ZQ08, Q7TMK9, Q8K0V4, O42254, Q8C7Q4, Q8BMB3, Q5XI81, Q4R979, P54645, Q5M9G3, Q3SZ90, Q60865, P62909"	3115	41	10371	1.542880633	1	0.882105901	55.52508451	GO:0017148	negative regulation of translation
GOTERM_BP_DIRECT	21	0.587741394	0.045858714	"Q9W2N0, Q6R891, Q08BI9, Q62417, Q4V920, Q5VZK9, Q9BX66, Q24524, Q8T4F7, Q66HS7, P28289, P11584, O70566, Q3SYZ8, Q14517, Q16658, O60879, Q6RUV5, O35867, Q9WVR3, Q12959"	3115	47	10371	1.487592637	1	0.904863323	59.34042755	GO:0007015	actin filament organization
GOTERM_BP_DIRECT	7	0.195913798	0.047458968	"Q589R5, Q9FKK7, P37837, Q96G03, P52209, P05370, P85971"	3115	10	10371	2.330561798	1	0.910542976	60.62799595	GO:0006098	pentose-phosphate shunt
GOTERM_BP_DIRECT	7	0.195913798	0.047458968	"P20241, Q9VXE5, P92208, Q9V5N8, O02373, Q9VX32, Q9W4E2"	3115	10	10371	2.330561798	1	0.910542976	60.62799595	GO:0016319	mushroom body development
GOTERM_BP_DIRECT	7	0.195913798	0.047458968	"Q5NVM9, P63018, Q2HJ94, O02649, P82147, O60884, Q9QYI5"	3115	10	10371	2.330561798	1	0.910542976	60.62799595	GO:0042026	protein refolding
GOTERM_BP_DIRECT	7	0.195913798	0.047458968	"B4KCD5, Q8MJJ7, C0H906, Q96C86, Q02427, Q5ZM16, Q923D5"	3115	10	10371	2.330561798	1	0.910542976	60.62799595	GO:0045292	"mRNA cis splicing, via spliceosome"
GOTERM_BP_DIRECT	7	0.195913798	0.047458968	"O75886, Q8WUM4, Q0VD48, Q9H9H4, Q9UK41, Q5ZJN2, P62494"	3115	10	10371	2.330561798	1	0.910542976	60.62799595	GO:0036258	multivesicular body assembly
GOTERM_BP_DIRECT	11	0.30786454	0.048065978	"O08746, P58751, P16257, P28840, P04179, Q6IDD9, P46060, P51910, P08228, O02703, P55008"	3115	20	10371	1.831155698	1	0.911363218	61.1062107	GO:0048678	response to axon injury
GOTERM_BP_DIRECT	18	0.503778338	0.050040264	"Q61425, Q9Z0L8, P62755, P67999, P04040, P82808, P56558, P29147, Q5M824, Q8VE97, P05153, O55135, Q08170, P40939, P14618, Q9WVR3, P07953, Q8C5L6"	3115	39	10371	1.536634152	1	0.91811021	62.62380676	GO:0032868	response to insulin
GOTERM_BP_DIRECT	9	0.251889169	0.050128881	"Q13492, Q9Y2H2, Q7M6Y3, O08585, O00291, P21575, P24643, Q5R440, O14976"	3115	15	10371	1.997624398	1	0.91661972	62.6905912	GO:0072583	clathrin-mediated endocytosis
GOTERM_BP_DIRECT	6	0.167926113	0.058099041	"Q9XSJ0, Q9WUP7, P29972, Q68CZ1, Q8VHE6, Q8TE73"	3115	8	10371	2.497030498	1	0.943049071	68.25578506	GO:0021670	lateral ventricle development
GOTERM_BP_DIRECT	6	0.167926113	0.058099041	"Q8MJJ7, Q96C86, Q60809, B5DF93, O15116, Q8IZD4"	3115	8	10371	2.497030498	1	0.943049071	68.25578506	GO:0000290	deadenylation-dependent decapping of nuclear-transcribed mRNA
GOTERM_BP_DIRECT	6	0.167926113	0.058099041	"Q6P7A9, P36871, Q9WUB3, P10253, Q96G03, P35573"	3115	8	10371	2.497030498	1	0.943049071	68.25578506	GO:0005980	glycogen catabolic process
GOTERM_BP_DIRECT	6	0.167926113	0.058099041	"Q9NZN8, Q5R6Z6, Q9ERG2, Q6ZQ08, Q5XIH7, Q8K0V4"	3115	8	10371	2.497030498	1	0.943049071	68.25578506	GO:0033147	negative regulation of intracellular estrogen receptor signaling pathway
GOTERM_BP_DIRECT	6	0.167926113	0.058099041	"Q810B6, P05300, P22892, P46461, Q05204, O14976"	3115	8	10371	2.497030498	1	0.943049071	68.25578506	GO:0090160	Golgi to lysosome transport
GOTERM_BP_DIRECT	10	0.279876854	0.059725662	"P62919, Q5U316, Q5ZK62, B1A8Z2, O15145, O08837, P62909, Q641Z6, Q06486, Q63604"	3115	18	10371	1.84965222	1	0.946186098	69.29040641	GO:1990090	cellular response to nerve growth factor stimulus
GOTERM_BP_DIRECT	10	0.279876854	0.059725662	"Q9C093, Q8N0X2, Q8BYM7, Q96M69, Q6GQN0, A1A5Q4, Q3UY96, Q5TYW6, Q8VIG3, Q8IYW2"	3115	18	10371	1.84965222	1	0.946186098	69.29040641	GO:0035082	axoneme assembly
GOTERM_BP_DIRECT	10	0.279876854	0.059725662	"P24049, P35241, O75179, Q922V4, Q04637, Q13619, Q99NH0, Q9BDK2, P26043, P55008"	3115	18	10371	1.84965222	1	0.946186098	69.29040641	GO:1900087	positive regulation of G1/S transition of mitotic cell cycle
GOTERM_BP_DIRECT	10	0.279876854	0.059725662	"Q14651, O55173, B0FYY4, B1A8Z2, Q6R891, Q62417, P23727, Q9BX66, P02640, Q12959"	3115	18	10371	1.84965222	1	0.946186098	69.29040641	GO:0090004	positive regulation of establishment of protein localization to plasma membrane
GOTERM_BP_DIRECT	50	1.399384271	0.060296485	"Q06210, O02776, Q9WUB3, Q5NVR2, O95394, O35077, P47856, P07686, P82808, O19015, P49614, Q8R242, P10253, Q7YQK3, Q91WV7, B5X3C1, Q03249, Q9BTY2, O02373, P85971, Q03161, P36871, Q96G03, Q9LJN4, Q5ZME2, Q8IW92, Q8VDL4, Q6P7Q4, Q91W89, Q66IL0, Q8R059, Q9D051, Q9Y251, P30837, A4IHW6, Q9WV60, Q9FKK7, P00687, Q7ZVY5, P37837, Q3SZI0, Q8VHI3, Q90744, Q8BP56, Q9QXD6, P52792, Q14697, Q3UPY5, A9C3P0, Q07837"	3115	134	10371	1.24230373	1	0.946343501	69.64584372	GO:0005975	carbohydrate metabolic process
GOTERM_BP_DIRECT	23	0.643716765	0.060540367	"P04785, Q3T0R7, Q11011, P98156, S4R2P9, P29972, Q7ZVK3, Q13541, P24156, O02768, Q9Y264, Q5ZM33, P70549, P70705, P05153, P54645, Q9Y4P3, Q91WT9, Q9U4L6, P57103, P60484, Q9Y4L1, Q8R317"	3115	54	10371	1.418066702	1	0.945623275	69.79651133	GO:0071456	cellular response to hypoxia
GOTERM_BP_DIRECT	8	0.223901483	0.062524377	"O46037, Q9Y490, P26039, Q9WV92, P18091, Q62165, Q9Y4G6, O75369"	3115	13	10371	2.048845536	1	0.949432158	70.9961398	GO:0007016	cytoskeletal anchoring at plasma membrane
GOTERM_BP_DIRECT	8	0.223901483	0.062524377	"Q5ZKF6, Q6DKB0, Q08623, Q6DG22, P27653, Q01768, Q5RA22, Q9UKK9"	3115	13	10371	2.048845536	1	0.949432158	70.9961398	GO:0009117	nucleotide metabolic process
GOTERM_BP_DIRECT	8	0.223901483	0.062524377	"Q13200, P25789, P25786, P25787, Q15008, Q99460, Q05655, Q62077"	3115	13	10371	2.048845536	1	0.949432158	70.9961398	GO:0002223	stimulatory C-type lectin receptor signaling pathway
GOTERM_BP_DIRECT	8	0.223901483	0.062524377	"Q15262, P00523, P30044, P49024, Q15119, P92208, P16591, O14463"	3115	13	10371	2.048845536	1	0.949432158	70.9961398	GO:0034614	cellular response to reactive oxygen species
GOTERM_BP_DIRECT	8	0.223901483	0.062524377	"Q5ZKX1, Q8NF91, Q8CGS4, Q8WUM4, Q0VD48, O00499, Q8NBJ4, P08928"	3115	13	10371	2.048845536	1	0.949432158	70.9961398	GO:0006997	nucleus organization
GOTERM_BP_DIRECT	8	0.223901483	0.062524377	"D3ZSI8, Q66HL2, Q15262, O55173, Q62417, Q9BX66, Q8BK67, Q14247"	3115	13	10371	2.048845536	1	0.949432158	70.9961398	GO:0048041	focal adhesion assembly
GOTERM_BP_DIRECT	8	0.223901483	0.062524377	"Q5REG1, Q2KJJ0, Q08E38, Q99PV0, A1A5S1, O35900, Q8WXF0, Q7SXM7"	3115	13	10371	2.048845536	1	0.949432158	70.9961398	GO:0000244	spliceosomal tri-snRNP complex assembly
GOTERM_BP_DIRECT	14	0.391827596	0.065357743	"Q08509, Q9ERG0, Q24524, Q63598, P05094, Q9BDK2, Q9WUM3, Q14651, Q16658, F1M3L7, Q0ZM14, Q9ET47, P18106, P55008"	3115	29	10371	1.607283998	1	0.954844896	72.63126853	GO:0051017	actin filament bundle assembly
GOTERM_BP_DIRECT	28	0.783655192	0.066182278	"Q9NYC9, Q8BW94, Q9W2N0, Q90828, Q9C0G6, Q9BVG8, Q91XQ0, Q8VHE6, Q39575, Q39565, Q96JB1, P0C6F1, Q6PDL0, P17210, Q15058, O15066, P45962, Q99PW8, Q8IVF4, Q14204, Q9WV04, D3YXS5, Q8TD57, Q24246, Q0III3, O88487, Q8TE73, Q32P85"	3115	69	10371	1.351050318	1	0.955466155	73.09044236	GO:0007018	microtubule-based movement
GOTERM_BP_DIRECT	11	0.30786454	0.067731765	"Q9N4I4, O57592, P46087, Q9BYD6, Q922K7, P32429, O55135, P12970, Q9VTP4, Q2TBQ5, Q6P8E9"	3115	21	10371	1.743957808	1	0.957582194	73.93364871	GO:0000470	maturation of LSU-rRNA
GOTERM_BP_DIRECT	11	0.30786454	0.067731765	"O08582, P29691, Q92005, A5D989, O43324, Q90705, P85834, O70251, P41095, P53013, Q8BFR5"	3115	21	10371	1.743957808	1	0.957582194	73.93364871	GO:0006414	translational elongation
GOTERM_BP_DIRECT	15	0.419815281	0.069582605	"Q12893, Q27954, P49256, Q9D1D4, P35606, P35604, Q5ZIK9, O15066, Q8WVM8, Q3MHG0, P61294, P23514, Q5ZL57, O18334, P83436"	3115	32	10371	1.560644061	1	0.960150705	74.90803072	GO:0006890	"retrograde vesicle-mediated transport, Golgi to ER"
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"Q8K2Z2, Q86UA1, C3Z1P5, B7Q2M2, Q8WXF0"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0000395	mRNA 5'-splice site recognition
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"Q8BFQ8, Q5AF03, P90994, Q29RZ1, Q6P963"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0019243	methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"Q9VU68, Q6R891, Q4I963, P02640, Q6C0Y0"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0030042	actin filament depolymerization
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"F1N9Y5, P09917, P07314, Q2KJG4, Q3SZH7"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0019370	leukotriene biosynthetic process
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"Q95YJ5, P56597, Q8TFN0, Q01768, Q9Y5B8"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0006228	UTP biosynthetic process
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"Q8BKE9, O35594, Q15154, Q7Z4L5, Q8AV28"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0035735	intraciliary transport involved in cilium morphogenesis
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"Q5ZJL9, Q502K2, Q6INN8, Q60710, Q9Y3Z3"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0006203	dGTP catabolic process
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"P34275, Q9JHI5, Q9JLZ3, Q3ULD5, Q96RQ3"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0006552	leucine catabolic process
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"Q9BXJ4, P14373, Q9ES30, Q62158, Q8K480"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0070206	protein trimerization
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"P17210, Q9V535, O44437, O18334, P48809"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0045451	pole plasm oskar mRNA localization
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"Q1RLY6, P46952, Q8TDX5, Q8N5Z0, Q566U4"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0006569	tryptophan catabolic process
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"Q5ZJL9, Q502K2, Q6INN8, Q60710, Q9Y3Z3"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0046061	dATP catabolic process
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"P80404, Q55FI1, P51650, O43175, P80147"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0009448	gamma-aminobutyric acid metabolic process
GOTERM_BP_DIRECT	5	0.139938427	0.070619377	"F1MA98, P41777, P70582, Q8INB9, P17955"	3115	6	10371	2.774478331	1	0.96104796	75.43865257	GO:0042306	regulation of protein import into nucleus
GOTERM_BP_DIRECT	12	0.335852225	0.074410826	"Q11011, P79098, Q8C129, Q6GQ29, Q10836, Q95334, Q96KP4, Q9D1A2, P35559, Q3ZC84, Q3SZH7, Q99JW2"	3115	24	10371	1.664686998	1	0.966576241	77.2899701	GO:0043171	peptide catabolic process
GOTERM_BP_DIRECT	9	0.251889169	0.074533243	"O95453, O75175, Q7KNF2, P11940, Q60809, Q9NZN8, Q04637, Q8BGF7, P23588"	3115	16	10371	1.872772873	1	0.965837418	77.34748186	GO:0000289	nuclear-transcribed mRNA poly(A) tail shortening
GOTERM_BP_DIRECT	25	0.699692135	0.075545086	"Q15262, P23469, P08575, Q9UMZ3, Q99502, O95677, Q05209, P18433, B9EKR1, Q03348, Q86V88, O14522, Q8TF42, Q62656, P10586, A2A8L5, Q90687, Q9UNH5, Q641Z2, P28827, P60484, B0V2N1, Q9BMN8, P23471, O13016"	3115	61	10371	1.36449754	1	0.966516321	77.81758855	GO:0035335	peptidyl-tyrosine dephosphorylation
GOTERM_BP_DIRECT	64	1.791211867	0.076391294	"P48555, P36404, P84082, Q96DA2, Q15811, Q5R7A4, Q75J93, Q6P8C8, Q4R5P1, Q5U316, P38542, Q9ZPX1, Q86YS6, Q63604, Q8N8L6, Q8BIK4, Q8CIQ7, Q9SN68, Q5ZIT5, Q29HY3, Q09654, Q9VX32, Q5PPZ9, P62494, Q3T0F5, Q9JKM7, P47758, P61294, Q5M9P8, Q640R7, Q5R573, P51156, P11620, Q2KJ96, Q96N67, Q8K4S1, Q55E58, Q5ZJN2, Q5ZM73, Q9HB90, Q5R8Z8, Q567Y6, Q923S9, O18334, Q9BZ29, Q9P212, Q6IQ22, P51644, Q5ZHW4, Q9SHU5, Q8IZD9, Q13637, P27600, P51147, Q9R0M6, P50395, Q8N1I0, Q14185, Q6RUV5, Q6DHC1, O35963, Q68EK7, P35282, Q54M77"	3115	179	10371	1.190390703	1	0.966919352	78.20362497	GO:0007264	small GTPase mediated signal transduction
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"Q14651, Q6EDY6, Q5VZK9, Q9CPW4, Q63598, Q9ET47, E7F568"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0051639	actin filament network formation
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"Q9Y3Q0, P00367, Q5EA40, Q60HG7, Q91WT9, P54886, P50867"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0008652	cellular amino acid biosynthetic process
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"Q7KRY7, E1BJS7, P08183, Q1PRL4, D3ZVM4, F6QEU4, E7FAM5"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0072089	stem cell proliferation
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"P16056, Q07E01, P39060, Q61371, Q5U367, Q75ZY9, Q96DR7"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0001886	endothelial cell morphogenesis
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"Q52KI8, Q96DI7, Q08170, Q9BUQ8, Q15393, O15116, O43172"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0000375	"RNA splicing, via transesterification reactions"
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"Q99323, D7REX8, P19351, Q90474, A1ZA47, P28289, Q8JIU7"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0030239	myofibril assembly
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"P07589, Q00651, P13944, P07942, Q99715, P11276, O70309"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0035987	endodermal cell differentiation
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"P51659, P97852, O18404, P19217, P49888, P50225, Q8CHN6"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0008210	estrogen metabolic process
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"O73888, Q3SZJ4, Q7ZUC7, P70684, P07872, Q8MJY8, Q8VCC1"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0006693	prostaglandin metabolic process
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"Q08509, Q14651, F1M3L7, Q63598, P21333, Q8BTM8, P05094"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0051764	actin crosslink formation
GOTERM_BP_DIRECT	7	0.195913798	0.07841056	"O95487, Q92734, O15027, Q08379, Q8WVM8, P53992, O15084"	3115	11	10371	2.118692543	1	0.969034851	79.09924046	GO:0048208	COPII vesicle coating
